"id","nid","title","body","author_name","created_time","updated_time","event_type","name_of_speaker_affiliation","title_of_seminar_conference","venu","start_time","end_time","timezone"
327,"5682","Prof. Dibyendu Das's Talk","Start: 15 Sep 2016 - 17:00 End: 15 Sep 2016 - 18:00 Title: Universal scaling properties in dissipative granular systems undergoing clustering. Date : Thursday  Sept 15 2016 Venue : Room No.118 Chemical Engg Dept. Abstract:   A granular system of particles undergoing  dissipative collisions  show inhomogeneous density clustering under many  circumstances.  We focus on two types of problems: (i) the system is  perturbed locally in space   and (ii) the full system is globally  perturbed initially and then left to cool freely.   Scaling theories  based on conservation laws  and event driven molecular dynamics  simulations of hard spheres  provide two theoretical tools to study such  systems.  The scaling exponents of various statistical quantities  evolving with time (e.g. the system energy)  are independent of the  value of the restitution co-efficient of the particles  and are thus  universal. Comparison is made with experimental data  wherever  available  to confirm the theoretical predictions. Bio: Prof. Dibyendu Das received his Bachelors in Physics from IIT  Kanpur.  He did his PhD at Tata Institute of Fundamental Research   Mumbai  and was a Postdoctoral Fellow at Brandeis University.   Currently  he is Professor of Physics at IIT Bombay. Note:  Attendance is mandatory for those enrolled in CL 702.","webmaster","13 Sep 2016 - 10:37","13 Sep 2016 - 10:40","Seminar/Talk","Prof. Dibyendu Das  IIT Bombay","Universal scaling properties in dissipative granular systems  undergoing clustering.","Room No.118 Chemical Engg Dept.","15 Sep 2016 - 17:00","15 Sep 2016 - 18:00","185"
328,"5683","Mr. Kanheya Mehrotra's Talk","Start: 14 Sep 2016 - 16:30 End: 14 Sep 2016 - 17:30 Title : Role model lecture series Date : 14th September 2016 Venue : SOM seminar room  Brief Profile:   B.E (Chemical) – University of Roorkee (now IIT) - 1991 -1995 M.Eng (Chemical) – Nus Singapore -2000 -2002 Master Black Belt – Lean and Six Sigma – Singapore - 2006 Chartered Engineer – IChemE  UK - 2009 15 Years of Experience in Pharma Industry in Technical  Engineering and Project Management Worked in 3 different countries India  Singapore & UK Present Designation : General Manager  Global Capital Projects - GlaxoSmithKline    AttachmentSize    Brief profile.pdf266.83 KB    ","webmaster","13 Sep 2016 - 10:51","13 Sep 2016 - 11:00","Seminar/Talk",,"Role model lecture series","SOM seminar room","14 Sep 2016 - 16:30","14 Sep 2016 - 17:30","185"
329,"5685","Prof. M.S. Ananth's Talk","Start: 22 Sep 2016 - 17:00 End: 22 Sep 2016 - 18:00 Title: Introduction to Research Date: 22-nd September  Thursday Time: 5:00-6:00 PM Venue: Rm. No. LC 201  Lecture Hall Complex Abstract: We will begin by reminding the audience about the assumptions on which the research university of today has been built. We will then discuss the nature of science and how scientists work  the nature of research and what drives it and what motivates a research scholar to pursue a programme of study and research leading to a Ph.D. degree. We will try to identify  the characteristics of a good researcher. We will then briefly discuss the creative process as delineated by the now famous split-brain experiments and stress the importance of nurturing intuition. We then discuss how universities manage creativity and conclude with some advice to research scholars on attitude to and ethics in carrying out research. Brief profile of the speaker: Ananth graduated from the AC College of Technology in 1967 with a gold medal in Chemical Engineering  obtained his Ph.D degree in the area of Molecular Thermodynamics from the University of Florida  USA in 1972 and joined IIT Madras as a faculty member in the same year. Prof. Ananth has been consistently rated a good teacher during the past 45 years and has been awarded IIChE’s Herdillia Prize for “Excellence in Basic Research” and the University of Florida’s R.W. Fahien Alumni Award for “Distinguished Professional Contributions” in chemical engineering.  He is a Fellow of IIChE and INAE. He has guided many PhD students and has several publications in refereed international journals. In December 2011  I&EC Research published the Ananth-Festschrift Issue (Volume 50  No. 23) in his honour. Prof. Ananth was Director  IIT Madras for ten years (2001-2011) and during this time made  inter alia  two landmark contributions. He was the architect of the largest open-courseware in technical education in the world  NPTEL. He established the first university based research park in India  the IITM Research Park in 2010 to promote innovation and entrepreneurship. Prof. Ananth was invited to participate in the Global University Leaders Forum at the World Economic Forum in Davos from 2007 to 2011. He was Member of both the Scientific Advisory Committee to the Cabinet and the National Manufacturing Competitiveness Council from 2007-2011. He spent his sabbatical years as Visiting Professor in Princeton University  University of Colorado (USA) and RWTH  Aachen (Germany) and as a Visiting Scientist in Aspen Tech  Massachussets and in the National Institute of Standards and Technology  Colorado.  (Attendance compulsory for CL702 students)","webmaster","19 Sep 2016 - 07:57","19 Sep 2016 - 08:02","Seminar/Talk","Prof. M.S. Ananth Distinguished Visiting Professor Department of Chemical Engineering IIT Bombay","Introduction to Research","Rm. No. LC 201  Lecture Hall Complex","22 Sep 2016 - 17:00","22 Sep 2016 - 18:00","185"
330,"5687","Role Model - lecture series (Dr. Arun Chandavarkar's Talk)","Start: 28 Sep 2016 - 16:30 End: 28 Sep 2016 - 17:30  Title : Role Model - lecture series Chemical Engg. Venue : Room No. 230 Chemical Engg. Dept. Date and Time: 28th Sept 2016 4.30 PM Profile:   Dr. Arun Chandavarkar is the Chief Executive Officer (CEO) & Joint Managing Director at Biocon Limited  one of Asia’s leading bio-pharmaceuticals companies. Biocon’s focus on innovation and affordable biopharmaceuticals targeting chronic disease like diabetes  oncology and autoimmune conditions would enhance access for these patients worldwide.   Dr. Chandavarkar has played a critical role in the evolution of Biocon during the past 25 years of his association with the Company. He graduated in Chemical Engineering from the Indian Institute of Technology  Mumbai and holds a Ph.D. in Biochemical Engineering from MIT  Cambridge  USA. He joined Biocon as General Manager – Operations in 1990  took on the role of President – Operations & Technology and subsequently became the Chief Operating Officer in 2006.   Under his leadership  Biocon has developed deep expertise in diverse technology platforms spanning microbial fermentation  cell culture  chemical synthesis and purification to develop a wide portfolio of products from specialty enzymes to complex active pharmaceutical ingredients to recombinant therapeutic proteins. As CEO and Joint Managing Director of Biocon  Dr. Chandavarkar is now leading the company into its next phase of evolution  where it is rapidly gaining recognition as an innovation led global biopharmaceutical company.   AttachmentSize    Arun - latest profile.pdf423.61 KB    ","webmaster","21 Sep 2016 - 15:08","28 Sep 2016 - 11:29","Seminar/Talk","Dr. Arun Chandavarkar","Role Model - lecture series Chemical Engg.","SOM seminar room","28 Sep 2016 - 16:30","28 Sep 2016 - 17:30","185"
331,"5689","Prof. Debjani Paul's Talk","Start: 29 Sep 2016 - 17:00 End: 29 Sep 2016 - 18:00 Title: Microfluidic devices for healthcare applications. Venue : Room 118  Chemical Engineering. Date : Thursday  Sept 29 at 5pm. Abstract: There is a strong need for affordable and accurate disease  detection in developing countries in order to provide good quality  healthcare to the population. Microfluidics can help in miniaturizing  diagnostic platforms so that these can be transported directly to the  patient’s bedside (i.e. at the point-of-care) from clinical  laboratories. In this talk I will speak about a mobile phone microscope  and a microfluidic platform developed by us to detect sickle cell  disease  an inherited disorder affecting the hemoglobin in red blood  cells. Bio: Debjani Paul obtained a Ph.D. in Physics (2005) from Indian  Institute of Science  Bangalore. She did her first postdoc in Curie  Institute  Paris (2005-2007)  where she developed new microfabrication  techniques. During her next postdoc in University of Cambridge  (2007-2011)  Debjani explored electrical biosensing techniques and  studied the biophysical mechanisms of phagocytosis in macrophages. Her  research group in IIT Bombay uses microfluidic technology to build  diagnostic platforms. Some of the ongoing projects in her lab are: (1)  developing a paperfluidic chip for tuberculosis screening in  low-resource settings  (2) detection of sickle cells in blood  and (3)  developing a clogging-free microfluidic cell sorter. The projects are  funded by IIT Bombay  Department of Biotechnology (IYBA)  Centre for  Nanoelectronics Phase 2  Bill and Melinda Gates Foundation  Tata Centre  for Technology and Design  and Wadhwani Research Centre for  Bioengineering. Note:  Attendance is mandatory for those enrolled in CL 702.","webmaster","27 Sep 2016 - 11:53","27 Sep 2016 - 12:04","Seminar/Talk","Prof. Debjani Paul  IIT Bombay","Microfluidic devices for healthcare applications.","Room 118  Chemical Engineering","29 Sep 2016 - 17:00","29 Sep 2016 - 18:00","185"
332,"5697","Dr. Babu Joseph's Talk","Start: 13 Oct 2016 - 17:00 End: 13 Oct 2016 - 18:00 Title: Photocatalytic Reduction of CO2: Experimental and Theoretical Studies Date: 13-th October  Thursday Time: 5:00-6:00 PM Venue: Rm. No. 118  Ground floor  Chemical Engg. Dept.  (Attendance compulsory for CL702 students) Abstract: CO2 is a greenhouse gas that is partly responsible for global warming. Therefore it is desirable to seek ways to capture and convert CO2 into fuels that can be used to meet energy needs. Reduction of CO2 using solar energy via the photocatalytic process is an area that is attracting a lot of attention by researchers. TiO2 has been found to be photo active for CO2 reduction. However  the yields are low and due to its high bandgap  only the UV portion of the solar spectrum is utilized in the conversion process. One approach to overcome these limitations is to enhance the activity using co-catalysts. In addition  Surface Plasmon Resonance (SPR) has been suggested as a way to enhance activity. I will present some results from our lab on both these approaches. Another approach that is now attracting attention is the synthesis of Metal Organic Frameworks (MOFs) that have photo-active linkers and catalytic nodes. I will present some results of CO2 photoreduction studies based on this novel photocatalyst that was synthesized in our Chemistry department. In the second half of this talk  I will present some insights into the CO2 photo reduction reaction mechanism using electronic structure calculations based on Density Functional Theory (DFT). It is shown that the CO2 adsorbs in bent form on the catalyst surface and smaller the bond angle  the weaker the C-O bond strength. The presence of co-catalysts leads to enhanced bond-breaking. Oxygen vacancies on the catalyst surface also make it easier to break the CO2 molecule. Brief profile of the speaker: Dr. Joseph graduated from IIT/Kanpur with B. Tech (Silver Medalist) in ChE and obtained his MS and Ph.D. in ChE from Case Western Reserve University. He then joined the Energy Lab at MIT where he worked on the development of ASPEN Simulator.  He joined the faculty of Chemical Engineering at Washington University in St. Louis in 1978 where he became the Edward C. Dicke Professor in 2000. In 2002 he moved to become Chair of Chemical and Biomedical Engineering at USF.  He  is the author of two books (Real Time Personal Computing 1989 and Techniques of Model Based Control   2002)  one edited volume (Wavelet Applications 1996) and over 200 technical publications.  During the year 1985-86 he was visiting professor at the University of California at Berkeley. He is founder and  VP for Research at T2C-Energy  LLC.  a small business  working on commercializing technology for converting landfill gas to diesel and jet fuel. Website: http://www.eng.usf.edu/~bjoseph/","webmaster","10 Oct 2016 - 08:12","10 Oct 2016 - 08:15","Seminar/Talk","Dr. Babu Joseph  Professor  Department of Chemical and Biomedical Engineering  University of South Florida  Tampa  Florida Visiting Fulbright-Nehru Scholar  IIT Bombay","Photocatalytic Reduction of CO2: Experimental and Theoretical Studies","Rm. No. 118  Ground floor  Chemical Engg. Dept.","13 Oct 2016 - 17:00","13 Oct 2016 - 18:00","185"
333,"5712","Mr.  K.Ravindranath's Talk","Start: 19 Oct 2016 - 16:30 End: 19 Oct 2016 - 17:30 Title : Role Model - lecture series Chemical Engineering Dept- IIT Bombay Date and Time : 19th Oct 2016  4.30 to 5.30 pm  Venue : Rm. No. 230  Chemical Engg. Dept. Mr.  K.Ravindranath  is  the  Senior  Vice  President  and  Whole‐Time  Director  of  L&T  Hydrocarbon  Engineering  Ltd   a  wholly‐owned  subsidiary  of  Larsen  &  Toubro  Ltd  (L&T)   India’s  largest  Engineering  and  Construction  Company.  He  currently  heads  Onshore  and  Offshore  Business  Verticals of Hydrocarbon projects portfolio of L&T.     He is also the Board Member of several Joint Venture and Subsidiary companies like L&T ‐ Chiyoda  Ltd   L&T‐Gulf  Pvt.  Ltd   L&T‐Valdel  Engineering  Ltd   L&T  Sapura  Shipping  Pvt.  Ltd   L&T  Sapura  Offshore Pvt. Ltd  Larsen & Toubro Electromech LLC and others.     He did his Bachelors of Technology (Hons) in Chemical Engineering from IIT‐ Kharagpur (India) and  Masters of Technology in Chemical Plant Design from IIT‐ Madras (India). He joined Engineering &  Construction Division of L&T as Post Graduate Engineering Trainee.    His  40  years  of  career  in  L&T   has  been  the  unique  blend  of  experience  of  working  in  various  functions  like  Research  &  Development   Process  Engineering   Project  Execution   Marketing  and  Business Development.     Mr. Ravindranath has lead numerous Turn‐Key critical Projects during his career  in the areas of  Oil  &  Gas   Fertilizer   Refinery   Petrochemical  and  associated  Chemical  Plants.        Under  his  leadership  the on time delivery of projects has earned good reputation and track record for L&T   with major domestic and overseas clients.   AttachmentSize    Profile of Mr K Ravindranath.pdf93.88 KB    ","webmaster","14 Oct 2016 - 12:48","14 Oct 2016 - 12:53","Seminar/Talk","Mr.  K.Ravindranath  is  the  Senior  Vice  President  and  Whole‐Time  Director  of  L&T  Hydrocarbon  Engineering  Ltd","Role Model - lecture series Chemical Engineering Dept- IIT Bombay","Rm. No. 230  Chemical Engg. Dept.","19 Oct 2016 - 16:30","19 Oct 2016 - 17:30","185"
334,"5715","Prof. Sudeep Punnathanam's Talk","Start: 20 Oct 2016 - 17:00 End: 20 Oct 2016 - 18:00 Title: Molecular Simulations of Crystal Nucleation in Binary Hard Spheres Date: 20-th October  Thursday Venue: Room. No. 118  Ground floor  Chemical Engg. Dept. Abstract: Crystal Nucleation is the primary mechanism for phase transformation from fluid to solid phases. Despite its widespread occurrence  our understanding of the mechanisms of nucleation is far from complete. In this talk  I will be discussing methods to study crystal nucleation using molecular simulations and the application of these techniques to system of binary hard spheres. Hard sphere represent the computationally easiest system that shows fluid-solid phase transition and the phase diagrams of binary hard sphere mixtures can show complex features such as azeotrope formation  eutectic points  co-crystal formation  etc. Through our simulations I will show that how the underlying phase diagram strongly influences the mechanism and pathway for crystal nucleation. Brief profile of the speaker: Dr. Punnathanam is presently an Associate Professor at IISc  Bangalore. He did his bachelors and masters in Chemical Engg. from IIT  Roorkee and IISc  respectively. He then went on to do his PhD from Purdue Univ.  USA following it with post-doctoral stints at Univ. of Minnesota  Univ. of Massachusetts and Northwestern Univ. His broad research interests are in the areas of thermodynamics  statistical thermodynamics and phase transitions. Specifically  his interests are in crystal nucleation  thermodynamics of clathrate hydrates and molecular modeling of supercapacitors. (Attendance compulsory for CL702 students)","webmaster","16 Oct 2016 - 20:02","16 Oct 2016 - 20:06","Seminar/Talk","Prof. Sudeep Punnathanam Department of Chemical Engg.  IISc  Bangalore","Molecular Simulations of Crystal Nucleation in Binary Hard Spheres","Room No.118 Chemical Engg Dept.","20 Oct 2016 - 17:00","20 Oct 2016 - 18:00","185"
335,"5731","Prof. Shankar Narasimhan's Talk","Start: 23 Nov 2016 - 16:00 End: 23 Nov 2016 - 17:00 Title: Colours and Flavours of PCA. Venue: Room. No. 240  Chemical Engg. Dept. Date & Time: Wednesday  Nov 23 at 4pm. Abstract: Principal Components Analysis (PCA) is a multivariate data  analysis technique which was first introduced by Pearson in 1901   although the nomenclature was provided by Hotelling in 1933.  This  technique has gained significant popularity in recent years due to the  tremendous explosion in the volume of data that is being generated.   It  is mainly used as a data compression technique  which can aid in better  visualization and help reduce storage.  Since its humble beginnings as a  three letter acronym  it has evolved by acquiring another alphabet  (FPCA  DPCA   PPCA  SPCA  CPCA  IPCA  KPCA) or two (MLPCA  SWPCA).  Its  extended family includes recent members such as independent components  analysis (ICA) and network component analysis (NCA).  Other members of  this family (which do not bear the same family name) include  non-negative matrix factorization (NMF) and factor analysis (FA).  This  talk will provide a taxonomy of all these methods using a measurement  error modelling framework.  The basic assumptions of this model for  deriving PCA will be elucidated and all other variants will be derived  by modifying the assumptions regarding either (a) the noise corrupting  the measurements (b) the model structure relating the different  variables or (c) the model structure that relates the different samples.  It is hoped that this taxonomy will provide a better theoretical  understanding of the different methods resulting in their proper use in  data analysis.  Scope for adding new meaningful acronyms to this  alphabet soup will also be pointed out. Bio: Shankar Narasimhan is currently the M.S. Ananth Institute Chair  Professor in the Department of Chemical Engineering at IIT Madras. He  obtained his Bachelor’s degree from IIT Madras in 1982 and his MS and  PhD degrees from Northwestern University  Illinois  USA in 1984 and  1987  respectively. Prior to joining IIT Madras  he was an Associate  Professor in chemical engineering department at IIT Kanpur. Shankar Narasimhan’s major  research interests are in the areas of Data Mining  Process Design and  Optimization  Fault Detection and Diagnosis (FDD) and Fault Tolerant Control. Shankar Narasimhan is well known for his  work in the area of Data Reconciliation in which he has co-authored  several important papers and a book which has received critical appreciation in India and abroad. Three of his  publications in AIChE Journal were included in a select list of 210  papers as having made a significant contribution to Process System  Engineering. Along with Engineers India Ltd.  Gurgaon he has developed a  software package for applying data reconciliation and gross error  detection technique to process industries. For this work  he received the Engineers India Research  Award instituted at IIT Kanpur in 1994-1995. In collaboration with a  colleague from Civil Engineering  he has also developed a software package for leak detection in gas pipeline  networks  which has been field tested on a pipeline owned and operated  by GAIL. In the area of process design  he has made important and seminal contributions in the design of sensor networks   heat exchanger networks  and water distribution networks. Shankar  Narasimhan has been a visiting professor at the Centre for Automatic  Control in Nancy  France  Purdue University  Clarkson University and  Texas Tech University in USA and the University of Alberta in Canada. He  has also spent summer internships at Engineers India Ltd.  R&D Centre in Gurgaon  Honeywell  Technology Solutions Ltd.  R&D Centre at Bangalore  and ABB Global  Services Ltd.  Bangalore as part of high-level industry-academia interactions. Along with Prof. Raghunathan Rengaswamy  of IIT Madras  he co-founded Gyan Data Pvt. Ltd. in 2011  which  specializes in providing services and products in data analytics  process modeling and optimization. Shankar Narasimhan  was elected as a Fellow of the Indian National Academy of Engineering in  2012.","webmaster","18 Nov 2016 - 16:05","18 Nov 2016 - 16:25","Seminar/Talk","Shankar Narasimhan Chair  Professor in the Department of Chemical Engineering at IIT Madras.","Colours and Flavours of PCA.","Rm. No. 240  Chemical Engg. Dept.","23 Nov 2016 - 16:00","23 Nov 2016 - 17:00","185"
336,"5732","Dr. Shaama Mallikarjun Sharada's Talk","Start: 28 Nov 2016 - 16:00 End: 28 Nov 2016 - 17:00 Title: Microfluidic devices for healthcare applications. Venue: Room. No. 240  Chemical Engg. Dept. Date & Time: Monday  Nov 28 at 4pm.  Abstract: The discovery and design of catalysts necessitate an  understanding of reaction chemistry at the molecular level. In recent  years  in silico chemistry has made significant strides in the  large-scale screening of catalyst materials. In particular  density  functional theory (DFT)  owing to its simplicity and low cost  has been  instrumental in making quantum chemistry a viable field of study.  The  development of DFT involves approximations to the exchange-correlation  (XC) potential between interacting electrons. These parameters have been determined based on either satisfaction of certain exact constraints or  by fitting the functional to benchmark databases. I will discuss the  development and performance of the Bayesian Error Estimation Functional  (BEEF)  which employs principles of machine learning to systematically  determine the optimal compromise between XC model complexity and  accuracy. We are also examining the space of available dispersion-correction schemes within  the BEEF framework in order to accurately predict adsorption energies  and barrier heights on transition metal surfaces.  In addition to  accurate quantum chemical methods  there is also a need for  computationally efficient and automated means to determine transition  states (TS) of reactions. TS search requires information about the  reaction coordinate  which typically involves calculation of expensive  second derivatives of the electronic energy (hessian). We have developed  a computationally efficient  gradient-based finite differences Davidson  method as an alternative to full hessian calculation. This approach can  significantly lower costs associated with the search and characterization of TS’s  especially when systems are  large  and hessians intractable. We have applied this approach to  examine the sensitivity of reaction rates of light alkanes to the size  and shape of the nanopores containing active sites in zeolite catalysts. Bio: Shaama Mallikarjun Sharada will be joining the Department of  Chemical Engineering and Materials Science at the University of Southern  California  Los Angeles  as an Assistant Professor in Fall 2017. Her  research will focus on the development of computational tools for in  silico electrochemistry and corrosion prevention. She completed her  Bachelor’s and Master’s degree in Chemical Engineering at the Indian  Institute of Technology  Bombay  where she also received the Institute  Gold Medal for academic excellence. She completed her PhD from the  University of California at Berkeley  where her graduate research  focused on the development of automated reaction path search methods for  complex catalytic reactions. She is currently a postdoctoral researcher  at Stanford University  where she is developing quantum chemistry  methods  using principles from machine learning  for applications in  surface chemistry.","webmaster","18 Nov 2016 - 16:18","18 Nov 2016 - 16:24","Seminar/Talk","Dr. Shaama Mallikarjun Sharada  Stanford University.","Microfluidic devices for healthcare applications.","Rm. No. 240  Chemical Engg. Dept.","28 Nov 2016 - 16:00","28 Nov 2016 - 17:00","185"
337,"5733","Prof. Wolfgang Peukert's Talk","Start: 29 Nov 2016 - 16:00 End: 29 Nov 2016 - 17:00 Title:Functional particle systems: From early stages of particle formation towards hierarchical structure design Venue: Room. No. 240  Chemical Engg. Dept. Date & Time: Tuesday  Nov 29 at 3:30pm. Abstract: Our mission is to address grand challenges in particle  science and technology. These are related to the formation  processing  and application of particulate systems along the five dimensions of  size  shape  surface  structure and composition. Today  unit operations  and product design are the two most important pillars of chemical  engineering. The applications define the required product properties  which cover both classical fields of process technology in the chemical  industry as well as new emerging fields of electronics  energy and  environmental technologies  life sciences  materials science and  engineering  nanotechnology  and photonic technologies. Unifying principles of particulate product design are proposed which  are widely applicable to many different kinds of products including  solid  liquid  and even gaseous particles. Results from the Erlangen  Cluster of Excellence “Engineering of Advanced Materials” show that the  joint venture of chemical engineering with materials science in concert  with the basic sciences opens new prospects for all involved  disciplines. Today  particle technology moves forward from careful control of “only”  particle size to systems with higher complexity  i.e. shape  surface   structure and composition  both on the level of single particles and  particle ensembles. We highlight aspects of these trends by focusing on  synthesis and characterization of quantum dots into well-defined  structures of rods  ellipsoids  mesocrystals  porous spheres and thin  films  all with interesting functional properties. Analytical  ultracentrifugation equipped with a multiwavelength UV/Vis detector can  be used to analyze particle systems with unprecedented accuracy and  resolution. Examples will be given for “green” carbon nanodots and sizes  below 1 nm  shape analysis for graphene obtained through a scalable  delamination process and analysis of size-dependent optical properties.  Finally  optimization techniques are presented for particle formation in  liquids (quantum dot systems) and nanoparticles in the gas phase (Si  nanoparticles). Bio: Prof. Peukert received his Diploma and PhD in Chemical Engineering  at the University of Karlsruhe. He has worked at the R&D division of  Hosokawa Micron in Osaka  and subsequently been the R&D Director of  Hosokawa MicroPul in Cologne as well as a Board Member of Hosokawa  Micron Int. in New York.  He has served as a faculty member at the  Technical University of Munich  and at the University of  Erlangen-Nurnberg  and is currently involved with the Center for  Functional Particle Systems at the University of Erlangen-Nurnberg. He is the recipient of the Leibniz Prize in 2005  and the Ernest Solvay  Prize in 2012.  In 2008  he delivered the Leslie Ford Lecture at the UK  Particle Technology Forum.  His research interests include particle  science and technology with applications in chemical engineering   materials science  nanotechnology  colloid science  biotechnology  and  environmental science.","webmaster","21 Nov 2016 - 15:05","21 Nov 2016 - 15:10","Seminar/Talk","Prof. Wolfgang Peukert  Institute of Particle Technology   University of Erlangen  Germany","Functional particle systems: From early stages of particle formation  towards hierarchical structure design","Rm. No. 240  Chemical Engg. Dept.","29 Nov 2016 - 16:00","29 Nov 2016 - 17:00","185"
338,"5735","Prof. Raghunath V. Chaudhari's Talk","Start: 28 Nov 2016 - 11:00 End: 28 Nov 2016 - 12:00 Title: Catalysis for Conversion of Renewable Biomass Feedstocks to Chemicals. Venue: Room. No. 240  Chemical Engg. Dept. Date & Time: Monday  Nov 28 at 11am. Abstract: Catalytic conversion of biomass to value-added chemicals  provides renewable alternatives to a wide range of products of interest  in our everyday life  ranging from monomers  bio-compatible plastics to  environmentally friendly detergent cleaners. These conversion processes  often involve complex multistep reactions such as  hydrogenation/hydrogenolysis  oxidation  dehydrogenation  dehydration   condensation and amination. The challenge is to develop active   selective and stable catalysts to meet the economic and environmental  compatibility. This lecture will present an overview of recent  development in biomass conversion technologies with specific reference  to hydrodeoxygenation (HDO) and oxidation of sugars and polyols.  Distinguishing features of biomass feedstocks and their conversion  processes are: (a) they are oxygen rich in contrast to petroleum  feedstocks consisting of hydrocarbons  (b) thermally unstable at higher  temperatures demanding liquid phase processing and (c) overall  selectivity depends on competing reactions requiring control of C-O   C-C  C-H and C-N bond cleavage/coupling reactions. The catalysts used   reaction pathways and kinetic modeling will be discussed with specific  examples on (a) HDO of polyols to glycols and value added products and  (b) oxidation of sugars and polyols to mono and dicarboxylic acids.  While HDO is a known example of an alternative route for 1 2  propanediol  the selectivity varies with catalyst  supports and reaction  conditions. Major disadvantage is the large consumption of expensive  hydrogen and significant yield loss in eoxygenation. In this context  a  new concept of tandem dehydrogenation/reforming coupled with HDO to  achieve high selectivity of value added products will be discussed. In  contrast to HDO  oxidation of sugars and polyols to carboxylic acid  derivatives has the advantage that the rich oxygen value in the  feedstocks is retained. The role of novel bimetallic catalysts for  activity and selectivity improvement will be discussed along with  detailed surface characterization and kinetic studies. Particularly  the  role of bimetallic alloys and defect structures in tuning catalytic  performance will be discussed. Bio: Dr. Raghunath V. Chaudhari is the Dean E. Ackers Distinguished  Professor at the Department of Chemical and Petroleum Engineering at the  University of Kansas (KU). Before his appointment to this position in  March 2007  he was Deputy Director and Head of the Homogeneous Catalysis  Division at the National Chemical Laboratory in Pune  India. He is an  elected fellow of INSA  National Academy of Engineering (India) and  Indian Academy of Sciences. During his 40+ years  he directed research  over a spectrum of areas  including chemical reaction engineering   multiphase reactors  homogeneous and heterogeneous catalysis  catalytic  hydrogenation  biphasic catalysis  process development and catalysis for  biomass conversion. He is the author of more than 285 journal articles  (h-index-43)  3 books and inventor or co-inventor on more than 62  patents. He is also engaged in teaching (at KU) graduate and  undergraduate level courses such as Kinetics and Catalysis  Mass  Transfer  chemical Engineering thermodynamics and Industrial Catalytic  Processes. He also has held a number of appointments as visiting scholar  including one at Rhone Poulenc Industry (France) and has served on a  number of review panels and boards involving catalysis and reaction  engineering. He has also been involved in development of several  processes on a laboratory and pilot plant scales  and directed contract  research projects sponsored by DuPont USA  Invista UK  GE USA  Huntsman  Polyurethanes  Belgium  Schenectady International  USA. Dr. Chaudhari  has consulted on R&D & process improvement  technology  evaluation/selection  and clean technology for sustainable development  through UNIDO. He is also a member of the International Advisory  Committee of CAMURE-ISMR Symposia and International Green Process  Engineering Conference.","webmaster","23 Nov 2016 - 11:55","23 Nov 2016 - 11:57","Seminar/Talk","Prof. Raghunath V. Chaudhari  Chemical & Petroleum Engineering  Department  University of Kansas","Catalysis for Conversion of Renewable Biomass Feedstocks to  Chemicals","Rm. No. 240  Chemical Engg. Dept.","28 Nov 2016 - 11:00","28 Nov 2016 - 12:00","185"
339,"5737","Prof. M. M. Sharma's Talk","Start: 10 Dec 2016 - 16:00 End: 10 Dec 2016 - 18:00 Title:Chemical Industry and Chemical Engineering : 1865 onward... Venue: Seminar Room No 1  Gr. Floor VMCC Day and date: Saturday  10th Dec 2016. Time: 04.00 - 06.00 pm High Tea: 6.00 pm  Brief Profile of Professor M M Sharma  Professor Man Mohan Sharma obtained Bachelor of Chemical Engineering (1958) from UDCT (ICT) and subsequently MSc (Tech) in 1960. He obtained PhD (Chemical Engineering) (1964) at Cambridge University with PV Danckwerts. In 1964 he returned to India as Professor at the University of Bombay  and later became Director of the University Department of Chemical Technology (UDCT)  now ICT (Institute of Chemical Technology — A Deemed University). He remained as Professor for 33 years at UDCT  along with 8 years as Director of this Institute. He has been honored by several universities including IITs by honorary doctorates. Professor Sharma made contributions to chemical engineering science and technology. His research interests include: Heterogeneous gas-solid-liquid reactions  Phase transfer and Solid catalysis   He has contributed extensively on the role of microphases in multiple reactions which he pioneered. He also became an independent Editor of Chemical Engineering Science at a young age.      Professor Sharma is a recipient of a number of prestigious academic honours and awards including the 1977 Moulton Medal of the Institution of Chemical Engineers (https://en.wikipedia.org/wiki/Institution_of_Chemical_Engineers) and is himself commemorated in the /M M Sharma Medal/ awarded by thesame institution for outstanding research contributions. He won the Leverhulme Medal (https://en.wikipedia.org/wiki/Leverhulme_Medal_%28Royal_Society%29) of the Royal Society (https://en.wikipedia.org/wiki/Royal_Society)for his work on the dynamics of multi-phase chemical reactions in industrial processes"". He was awarded the Padma Vibhushan (2001)  and Padma Bhushan (1987) by the President of India. He was INSA President (1989-90). ","webmaster","7 Dec 2016 - 14:23","7 Dec 2016 - 14:33","Seminar/Talk","Prof. M. M. Sharma Bachelor of Chemical Engineering (1958) from UDCT (ICT) and subsequently MSc (Tech) in 1960. He obtained PhD (Chemical Engineering) (1964) at Cambridge University with PV Danckwerts","Chemical Industry and Chemical Engineering : 1865 onward...","Seminar Room No 1  Gr. Floor VMCC","10 Dec 2016 - 16:00","10 Dec 2016 - 18:00","185"
